Location,Code,GeographicLevel
SANTA CLARA SUR (POB.),043422017,Bgy
TUBUAN,043422018,Bgy
RIZAL,043423000,Mun
ANTIPOLO,043423001,Bgy
ENTABLADO,043423002,Bgy
LAGUAN,043423003,Bgy
PAULE 1,043423004,Bgy
PAULE 2,043423005,Bgy
EAST POBLACION,043423006,Bgy
WEST POBLACION,043423007,Bgy
POOK,043423008,Bgy
TALA,043423009,Bgy
TALAGA,043423010,Bgy
TUY,043423011,Bgy
CITY OF SAN PABLO,043424000,City
BAGONG BAYAN II-A (POB.),043424001,Bgy
BAGONG POOK VI-C (POB.),043424002,Bgy
BARANGAY I-A (POB.),043424003,Bgy
BARANGAY I-B (POB.),043424004,Bgy
BARANGAY II-A (POB.),043424005,Bgy
BARANGAY II-B (POB.),043424006,Bgy
BARANGAY II-C (POB.),043424007,Bgy
BARANGAY II-D (POB.),043424008,Bgy
BARANGAY II-E (POB.),043424009,Bgy
BARANGAY II-F (POB.),043424010,Bgy
BARANGAY III-A (POB.),043424011,Bgy
BARANGAY III-B (POB.),043424012,Bgy
BARANGAY III-C (POB.),043424013,Bgy
BARANGAY III-D (POB.),043424014,Bgy
BARANGAY III-E (POB.),043424015,Bgy
BARANGAY III-F (POB.),043424016,Bgy
BARANGAY IV-A (POB.),043424017,Bgy
BARANGAY IV-B (POB.),043424018,Bgy
BARANGAY IV-C (POB.),043424019,Bgy
BARANGAY V-A (POB.),043424020,Bgy
BARANGAY V-B (POB.),043424021,Bgy
BARANGAY V-C (POB.),043424022,Bgy
BARANGAY V-D (POB.),043424023,Bgy
BARANGAY VI-A (POB.),043424024,Bgy
BARANGAY VI-B (POB.),043424025,Bgy
BARANGAY VI-D (POB.),043424027,Bgy
BARANGAY VI-E (POB.),043424028,Bgy
BARANGAY VII-A (POB.),043424029,Bgy
BARANGAY VII-B (POB.),043424030,Bgy
BARANGAY VII-C (POB.),043424031,Bgy
BARANGAY VII-D (POB.),043424032,Bgy
BARANGAY VII-E (POB.),043424033,Bgy
BAUTISTA,043424034,Bgy
CONCEPCION,043424035,Bgy
DEL REMEDIO,043424036,Bgy
DOLORES,043424037,Bgy
SAN ANTONIO 1,043424040,Bgy
SAN ANTONIO 2,043424041,Bgy
SAN BARTOLOME,043424042,Bgy
SAN BUENAVENTURA,043424043,Bgy
SAN CRISPIN,043424044,Bgy
SAN CRISTOBAL,043424045,Bgy
SAN DIEGO,043424046,Bgy
SAN FRANCISCO,043424047,Bgy
SAN GABRIEL,043424048,Bgy
SAN GREGORIO,043424049,Bgy
SAN IGNACIO,043424050,Bgy
SAN ISIDRO,043424051,Bgy
SAN JOAQUIN,043424052,Bgy
SAN JOSE,043424053,Bgy
SAN JUAN,043424054,Bgy
SAN LORENZO,043424055,Bgy
SAN LUCAS 1,043424056,Bgy
SAN LUCAS 2,043424057,Bgy
SAN MARCOS,043424058,Bgy
SAN MATEO,043424059,Bgy
SAN MIGUEL,043424060,Bgy
SAN NICOLAS,043424061,Bgy
SAN PEDRO,043424062,Bgy
SAN RAFAEL,043424063,Bgy
SAN ROQUE,043424064,Bgy
SAN VICENTE,043424065,Bgy
SANTA ANA,043424066,Bgy
SANTA CATALINA,043424067,Bgy
SANTA CRUZ,043424068,Bgy
SANTA FELOMINA,043424069,Bgy
SANTA ISABEL,043424070,Bgy
SANTA MARIA MAGDALENA,043424071,Bgy
SANTA VERONICA,043424072,Bgy
SANTIAGO I,043424073,Bgy
SANTIAGO II,043424074,Bgy
SANTISIMO ROSARIO,043424075,Bgy
SANTO ANGEL,043424076,Bgy
SANTO CRISTO,043424077,Bgy
SANTO NIÑO,043424078,Bgy
SOLEDAD,043424079,Bgy
ATISAN,043424080,Bgy
SANTA ELENA,043424081,Bgy
SANTA MARIA,043424082,Bgy
SANTA MONICA,043424083,Bgy
CITY OF SAN PEDRO,043425000,City
BAGONG SILANG,043425001,Bgy
CUYAB,043425002,Bgy
ESTRELLA,043425003,Bgy
G.S.I.S.,043425004,Bgy
LANDAYAN,043425005,Bgy
LANGGAM,043425006,Bgy
LARAM,043425007,Bgy
MAGSAYSAY,043425008,Bgy
NUEVA,043425010,Bgy
POBLACION,043425011,Bgy
RIVERSIDE,043425013,Bgy
SAN ANTONIO,043425014,Bgy
SAN ROQUE,043425015,Bgy
SAN VICENTE,043425016,Bgy
SANTO NIÑO,043425017,Bgy
UNITED BAYANIHAN,043425018,Bgy
UNITED BETTER LIVING,043425019,Bgy
SAMPAGUITA VILLAGE,043425020,Bgy
CALENDOLA,043425021,Bgy
NARRA,043425022,Bgy
CHRYSANTHEMUM,043425023,Bgy
FATIMA,043425024,Bgy
MAHARLIKA,043425025,Bgy
PACITA 1,043425026,Bgy
PACITA 2,043425027,Bgy
ROSARIO,043425028,Bgy
SAN LORENZO RUIZ,043425029,Bgy
SANTA CRUZ (CAPITAL),043426000,Mun
ALIPIT,043426001,Bgy
BAGUMBAYAN,043426002,Bgy
BUBUKAL,043426003,Bgy
CALIOS,043426004,Bgy
DUHAT,043426005,Bgy
GATID,043426006,Bgy
JASAAN,043426007,Bgy
LABUIN,043426008,Bgy
MALINAO,043426009,Bgy
OOGONG,043426010,Bgy
PAGSAWITAN,043426011,Bgy
PALASAN,043426012,Bgy
PATIMBAO,043426013,Bgy
BARANGAY I (POB.),043426014,Bgy
BARANGAY II (POB.),043426015,Bgy
BARANGAY III (POB.),043426016,Bgy
BARANGAY IV (POB.),043426017,Bgy
BARANGAY V (POB.),043426018,Bgy
SAN JOSE,043426019,Bgy
SAN JUAN,043426020,Bgy
SAN PABLO NORTE,043426021,Bgy
SAN PABLO SUR,043426022,Bgy
SANTISIMA CRUZ,043426023,Bgy
SANTO ANGEL CENTRAL,043426024,Bgy
SANTO ANGEL NORTE,043426025,Bgy
SANTO ANGEL SUR,043426026,Bgy
SANTA MARIA,043427000,Mun
ADIA,043427001,Bgy
BAGONG POOK,043427002,Bgy
BAGUMBAYAN,043427003,Bgy
BUBUKAL,043427004,Bgy
CABOOAN,043427005,Bgy
CALANGAY,043427006,Bgy
CAMBUJA,043427007,Bgy
CORALAN,043427008,Bgy
CUEVA,043427009,Bgy
INAYAPAN,043427010,Bgy
"JOSE LAUREL, SR.",043427011,Bgy
KAYHAKAT,043427012,Bgy
MACASIPAC,043427013,Bgy
MASINAO,043427014,Bgy
MATALING-TING,043427015,Bgy
PAO-O,043427016,Bgy
PARANG NG BUHO,043427018,Bgy
BARANGAY I (POB.),043427019,Bgy
BARANGAY II (POB.),043427020,Bgy
BARANGAY III (POB.),043427021,Bgy
BARANGAY IV (POB.),043427022,Bgy
JOSE RIZAL,043427023,Bgy
SANTIAGO,043427024,Bgy
TALANGKA,043427025,Bgy
TUNGKOD,043427026,Bgy
CITY OF SANTA ROSA,043428000,City
APLAYA,043428001,Bgy
BALIBAGO,043428002,Bgy
CAINGIN,043428003,Bgy
DILA,043428004,Bgy
DITA,043428005,Bgy
DON JOSE,043428006,Bgy
IBABA,043428007,Bgy
LABAS,043428008,Bgy
MACABLING,043428009,Bgy
MALITLIT,043428010,Bgy
MALUSAK (POB.),043428011,Bgy
MARKET AREA (POB.),043428012,Bgy
KANLURAN (POB.),043428015,Bgy
POOK,043428016,Bgy
PULONG SANTA CRUZ,043428018,Bgy
SANTO DOMINGO,043428020,Bgy
SINALHAN,043428022,Bgy
TAGAPO,043428023,Bgy
SINILOAN,043429000,Mun
ACEVIDA,043429001,Bgy
BAGONG PAG-ASA (POB.),043429002,Bgy
BAGUMBARANGAY (POB.),043429003,Bgy
BUHAY,043429005,Bgy
GEN. LUNA,043429006,Bgy
HALAYHAYIN,043429007,Bgy
MENDIOLA,043429008,Bgy
KAPATALAN,043429009,Bgy
LAGUIO,043429010,Bgy
LIYANG,043429011,Bgy
LLAVAC,043429012,Bgy
PANDENO,043429013,Bgy
MAGSAYSAY,043429015,Bgy
MACATAD,043429016,Bgy
MAYATBA,043429017,Bgy
P. BURGOS,043429019,Bgy
G. REDOR (POB.),043429020,Bgy
SALUBUNGAN,043429021,Bgy
WAWA,043429022,Bgy
J. RIZAL (POB.),043429023,Bgy
VICTORIA,043430000,Mun
BANCA-BANCA,043430001,Bgy
DANIW,043430002,Bgy
MASAPANG,043430003,Bgy
NANHAYA (POB.),043430004,Bgy
PAGALANGAN,043430005,Bgy
SAN BENITO,043430007,Bgy
SAN FELIX,043430008,Bgy
SAN FRANCISCO,043430009,Bgy
SAN ROQUE (POB.),043430010,Bgy
QUEZON,045600000,Prov
AGDANGAN,045601000,Mun
BINAGBAG,045601001,Bgy
DAYAP,045601002,Bgy
IBABANG KINAGUNAN,045601003,Bgy
ILAYANG KINAGUNAN,045601004,Bgy
KANLURANG CALUTAN,045601005,Bgy
KANLURANG MALIGAYA,045601006,Bgy
SALVACION,045601008,Bgy
SILANGANG CALUTAN,045601009,Bgy
SILANGANG MALIGAYA,045601010,Bgy
SILDORA,045601011,Bgy
POBLACION I,045601012,Bgy
POBLACION II,045601013,Bgy
ALABAT,045602000,Mun
ANGELES,045602001,Bgy
BACONG,045602002,Bgy
BALUNGAY,045602003,Bgy
BUENAVISTA,045602004,Bgy
CAGLATE,045602005,Bgy
CAMAGONG,045602006,Bgy
GORDON,045602007,Bgy
PAMBILAN NORTE,045602008,Bgy
PAMBILAN SUR,045602009,Bgy
BARANGAY 1 (POB.),045602010,Bgy
BARANGAY 2 (POB.),045602011,Bgy
BARANGAY 3 (POB.),045602012,Bgy
BARANGAY 4 (POB.),045602013,Bgy
BARANGAY 5 (POB.),045602014,Bgy
VILLA ESPERANZA,045602015,Bgy
VILLA JESUS ESTE,045602016,Bgy
VILLA JESUS WESTE,045602017,Bgy
VILLA NORTE,045602018,Bgy
VILLA VICTORIA,045602019,Bgy
ATIMONAN,045603000,Mun
ANGELES,045603001,Bgy
BALUBAD,045603002,Bgy
BALUGOHIN,045603003,Bgy
BARANGAY ZONE 1 (POB.),045603004,Bgy
BARANGAY ZONE 2 (POB.),045603005,Bgy
BARANGAY ZONE 3 (POB.),045603006,Bgy
BARANGAY ZONE 4 (POB.),045603007,Bgy
BUHANGIN,045603008,Bgy
CARIDAD IBABA,045603009,Bgy
CARIDAD ILAYA,045603010,Bgy
HABINGAN,045603011,Bgy
INACLAGAN,045603012,Bgy
INALIG,045603013,Bgy
KILAIT,045603014,Bgy
KULAWIT,045603015,Bgy
LAKIP,045603016,Bgy
LUBI,045603017,Bgy
LUMUTAN,045603018,Bgy
MAGSAYSAY,045603019,Bgy
MALINAO IBABA,045603020,Bgy
MALINAO ILAYA,045603021,Bgy
MALUSAK,045603022,Bgy
MANGGALAYAN BUNDOK,045603024,Bgy
MANGGALAYAN LABAK,045603025,Bgy
MATANAG,045603026,Bgy
MONTES BALAON,045603027,Bgy
MONTES KALLAGAN,045603028,Bgy
PONON,045603029,Bgy
RIZAL,045603030,Bgy
SAN ANDRES BUNDOK,045603031,Bgy
SAN ANDRES LABAK,045603032,Bgy
SAN ISIDRO,045603033,Bgy
SAN JOSE BALATOK,045603034,Bgy
SAN RAFAEL,045603035,Bgy
SANTA CATALINA,045603036,Bgy
SAPAAN,045603037,Bgy
SOKOL,045603038,Bgy
TAGBAKIN,045603039,Bgy
TALABA,045603040,Bgy
TINANDOG,045603041,Bgy
VILLA IBABA,045603042,Bgy
VILLA ILAYA,045603043,Bgy
BUENAVISTA,045605000,Mun
BAGONG SILANG,045605002,Bgy
BATABAT NORTE,045605004,Bgy
BATABAT SUR,045605005,Bgy
BUENAVISTA,045605006,Bgy
BUKAL,045605007,Bgy
BULO,045605008,Bgy
CABONG,045605009,Bgy
CADLIT,045605010,Bgy
CATULIN,045605011,Bgy
CAWA,045605012,Bgy
DE LA PAZ,045605013,Bgy
DEL ROSARIO,045605014,Bgy
HAGONGHONG,045605016,Bgy
IBABANG WASAY,045605017,Bgy
ILAYANG WASAY,045605018,Bgy
LILUKIN,045605019,Bgy
MABINI,045605020,Bgy
MABUTAG,045605021,Bgy
MAGALLANES,045605022,Bgy
MALIGAYA (ESPERANZA),045605023,Bgy
MANLANA,045605024,Bgy
MASAYA,045605025,Bgy
POBLACION,045605026,Bgy
RIZAL,045605027,Bgy
SABANG PINAMASAGAN,045605028,Bgy
SABANG PIRIS,045605029,Bgy
SAN DIEGO,045605030,Bgy
SAN ISIDRO IBABA,045605031,Bgy
SAN ISIDRO ILAYA,045605032,Bgy
SAN PABLO,045605033,Bgy
SAN PEDRO (VILLA RODRIGO),045605034,Bgy
SAN VICENTE,045605035,Bgy
SIAIN,045605036,Bgy
VILLA AURORA,045605038,Bgy
VILLA BATABAT,045605039,Bgy
VILLA MAGSAYSAY,045605040,Bgy
VILLA VERONICA,045605042,Bgy
BURDEOS,045606000,Mun
ALUYON,045606001,Bgy
AMOT,045606002,Bgy
ANIBAWAN,045606003,Bgy
BONIFACIO,045606004,Bgy
CABUGAO,045606005,Bgy
CABUNGALUNAN,045606006,Bgy
CALUTCOT,045606007,Bgy
CANIWAN,045606008,Bgy
CARLAGAN,045606009,Bgy
MABINI,045606010,Bgy
PALASAN,045606011,Bgy
POBLACION,045606012,Bgy
SAN RAFAEL,045606014,Bgy
CALAUAG,045607000,Mun
AGOHO,045607001,Bgy
ANAHAWAN,045607002,Bgy
ANAS,045607003,Bgy
APAD LUTAO,045607004,Bgy
APAD QUEZON,045607005,Bgy
APAD TAISAN,045607006,Bgy
ATULAYAN,045607007,Bgy
BACLARAN,045607008,Bgy
BAGONG SILANG,045607009,Bgy
BALIBAGO,045607010,Bgy
BANGKURUHAN,045607011,Bgy
BANTOLINAO,045607012,Bgy
BARANGAY I (POB.),045607013,Bgy
BARANGAY II (POB.),045607014,Bgy
BARANGAY III (POB.),045607015,Bgy
BARANGAY IV (POB.),045607016,Bgy
BARANGAY V (POB.),045607017,Bgy
BIGAAN,045607018,Bgy
BINUTAS,045607019,Bgy
BIYAN,045607020,Bgy
BUKAL,045607021,Bgy
BULI,045607022,Bgy
DAPDAP,045607023,Bgy
DOMINLOG,045607024,Bgy
DOÑA AURORA,045607026,Bgy
GUINOSAYAN,045607027,Bgy
IPIL,045607029,Bgy
KALIBO (SANTA CRUZ),045607032,Bgy
KAPALUHAN,045607033,Bgy
KATANGTANG,045607034,Bgy
KIGTAN,045607035,Bgy
KINAMALIGAN,045607036,Bgy
KINALIN IBABA,045607037,Bgy
KINALIN ILAYA,045607038,Bgy
KUMALUDKUD,045607039,Bgy
KUNALUM,045607040,Bgy
KUYAOYAO,045607041,Bgy
LAGAY,045607042,Bgy
LAINGLAINGAN,045607043,Bgy
LUNGIB,045607044,Bgy
MABINI,045607045,Bgy
MADLANGDUNGAN,045607046,Bgy
MAGLIPAD (ROSARIO),045607047,Bgy
MALIGAYA,045607048,Bgy
MAMBALING,045607049,Bgy
MANHULUGIN,045607050,Bgy
MARILAG (PUNAYA),045607051,Bgy
MULAY,045607053,Bgy
PANDANAN,045607054,Bgy
PANSOL,045607055,Bgy
PATIHAN,045607058,Bgy
PINAGBAYANAN,045607059,Bgy
PINAGKAMALIGAN,045607060,Bgy
PINAGSAKAHAN,045607061,Bgy
PINAGTALLERAN,045607062,Bgy
RIZAL IBABA,045607064,Bgy
RIZAL ILAYA,045607065,Bgy
SABANG I,045607066,Bgy
SABANG II,045607067,Bgy
SALVACION,045607068,Bgy
SAN QUINTIN,045607069,Bgy
SAN ROQUE IBABA,045607070,Bgy
SAN ROQUE ILAYA,045607071,Bgy
SANTA CECILIA,045607072,Bgy
SANTA MARIA,045607073,Bgy
SANTA MILAGROSA,045607074,Bgy
SANTA ROSA,045607075,Bgy
SANTO ANGEL (PANGAHOY),045607076,Bgy
SANTO DOMINGO,045607077,Bgy
SINAG,045607078,Bgy
SUMILANG,045607079,Bgy
SUMULONG,045607080,Bgy
TABANSAK,045607081,Bgy
TALINGTING,045607083,Bgy
TAMIS,045607084,Bgy
TIKIWAN,045607085,Bgy
TINIGUIBAN,045607086,Bgy
VILLA MAGSINO,045607087,Bgy
VILLA SAN ISIDRO,045607088,Bgy
VIÑAS,045607089,Bgy
YAGANAK,045607090,Bgy
CANDELARIA,045608000,Mun
POBLACION,045608001,Bgy
BUENAVISTA EAST,045608002,Bgy
BUENAVISTA WEST,045608003,Bgy
BUKAL NORTE,045608004,Bgy
BUKAL SUR,045608005,Bgy
KINATIHAN I,045608006,Bgy
KINATIHAN II,045608007,Bgy
MALABANBAN NORTE,045608008,Bgy
MALABANBAN SUR,045608009,Bgy
MANGILAG NORTE,045608010,Bgy
MANGILAG SUR,045608011,Bgy
MASALUKOT I,045608012,Bgy
MASALUKOT II,045608013,Bgy
MASALUKOT III,045608014,Bgy
MASALUKOT IV,045608015,Bgy
MASIN NORTE,045608016,Bgy
MASIN SUR,045608017,Bgy
MAYABOBO,045608018,Bgy
PAHINGA NORTE,045608019,Bgy
PAHINGA SUR,045608020,Bgy
SAN ANDRES,045608022,Bgy
SAN ISIDRO,045608023,Bgy
SANTA CATALINA NORTE,045608024,Bgy
SANTA CATALINA SUR,045608025,Bgy
MASALUKOT V,045608026,Bgy
CATANAUAN,045610000,Mun
AJOS,045610001,Bgy
ANUSAN,045610002,Bgy
BARANGAY 1 (POB.),045610003,Bgy
BARANGAY 2 (POB.),045610004,Bgy
BARANGAY 3 (POB.),045610005,Bgy
BARANGAY 4 (POB.),045610006,Bgy
BARANGAY 5 (POB.),045610007,Bgy
BARANGAY 6 (POB.),045610008,Bgy
BARANGAY 7 (POB.),045610009,Bgy
BARANGAY 8 (POB.),045610010,Bgy
BARANGAY 9 (POB.),045610011,Bgy
BOLO,045610012,Bgy
BULAGSONG,045610013,Bgy
CAMANDIISON,045610014,Bgy
CANCULAJAO,045610015,Bgy
CATUMBO,045610016,Bgy
CAWAYANIN IBABA,045610017,Bgy
CAWAYANIN ILAYA,045610018,Bgy
CUTCUTAN,045610019,Bgy
DAHICAN,045610020,Bgy
DOONGAN IBABA,045610021,Bgy
DOONGAN ILAYA,045610022,Bgy
GATASAN,045610023,Bgy
MACPAC,045610024,Bgy
MADULAO,045610025,Bgy
MATANDANG SABANG KANLURAN,045610026,Bgy
MATANDANG SABANG SILANGAN,045610027,Bgy
MILAGROSA,045610028,Bgy
NAVITAS,045610029,Bgy
PACABIT,045610030,Bgy
SAN ANTONIO MAGKUPA,045610031,Bgy
SAN ANTONIO PALA,045610032,Bgy
SAN ISIDRO,045610033,Bgy
SAN JOSE (ANYAO),045610034,Bgy
SAN PABLO (SUHA),045610035,Bgy
SAN ROQUE (DOYON),045610036,Bgy
SAN VICENTE KANLURAN,045610037,Bgy
SAN VICENTE SILANGAN,045610038,Bgy
SANTA MARIA (DAO),045610039,Bgy
TAGABAS IBABA,045610040,Bgy
TAGABAS ILAYA,045610041,Bgy
TAGBACAN IBABA,045610042,Bgy
TAGBACAN ILAYA,045610043,Bgy
TAGBACAN SILANGAN,045610044,Bgy
TUHIAN,045610045,Bgy
BARANGAY 10 (POB.),045610046,Bgy
DOLORES,045615000,Mun
ANTONINO (AYUSAN),045615001,Bgy
BAGONG ANYO (POB.),045615002,Bgy
BAYANIHAN (POB.),045615003,Bgy
BULAKIN I,045615004,Bgy
BUNGOY,045615005,Bgy
CABATANG,045615006,Bgy
DAGATAN,045615007,Bgy
KINABUHAYAN,045615008,Bgy
MALIGAYA (POB.),045615009,Bgy
MANGGAHAN,045615010,Bgy
PINAGDANLAYAN,045615011,Bgy
PUTOL,045615012,Bgy
SAN MATEO,045615013,Bgy
SANTA LUCIA,045615014,Bgy
SILANGANAN (POB.),045615015,Bgy
BULAKIN II,045615016,Bgy
GENERAL LUNA,045616000,Mun
BACONG IBABA,045616001,Bgy
BACONG ILAYA,045616002,Bgy
BARANGAY 1 (POB.),045616003,Bgy
BARANGAY 2 (POB.),045616004,Bgy
BARANGAY 3 (POB.),045616005,Bgy
BARANGAY 4 (POB.),045616006,Bgy
BARANGAY 5 (POB.),045616007,Bgy
BARANGAY 6 (POB.),045616008,Bgy
BARANGAY 7 (POB.),045616009,Bgy
BARANGAY 8 (POB.),045616010,Bgy
BARANGAY 9 (POB.),045616011,Bgy
LAVIDES,045616012,Bgy
MAGSAYSAY,045616013,Bgy
MALAYA,045616014,Bgy
NIEVA,045616015,Bgy
RECTO,045616017,Bgy
SAN IGNACIO IBABA,045616018,Bgy
SAN IGNACIO ILAYA,045616019,Bgy
SAN ISIDRO IBABA,045616020,Bgy
SAN ISIDRO ILAYA,045616021,Bgy
SAN JOSE,045616022,Bgy
SAN NICOLAS,045616023,Bgy
SAN VICENTE,045616024,Bgy
SANTA MARIA IBABA,045616025,Bgy
SANTA MARIA ILAYA,045616026,Bgy
SUMILANG,045616027,Bgy
VILLARICA,045616028,Bgy
GENERAL NAKAR,045617000,Mun
ANOLING,045617001,Bgy
BANGLOS,045617002,Bgy
BATANGAN,045617003,Bgy
CATABLINGAN,045617004,Bgy
CANAWAY,045617005,Bgy
LUMUTAN,045617006,Bgy
MAHABANG LALIM,045617007,Bgy
MAIGANG,045617008,Bgy
MALIGAYA,045617009,Bgy
MAGSIKAP,045617010,Bgy
MINAHAN NORTE,045617011,Bgy
MINAHAN SUR,045617012,Bgy
PAGSANGAHAN,045617013,Bgy
PAMPLONA,045617014,Bgy
PISA,045617015,Bgy
POBLACION,045617016,Bgy
SABLANG,045617017,Bgy
SAN MARCELINO,045617018,Bgy
UMIRAY,045617019,Bgy
GUINAYANGAN,045618000,Mun
A. MABINI,045618001,Bgy
ALONEROS,045618002,Bgy
ARBISMEN,045618003,Bgy
BAGONG SILANG,045618004,Bgy
BALINARIN,045618005,Bgy
BUKAL MALIGAYA,045618006,Bgy
CABIBIHAN,045618007,Bgy
CABONG NORTE,045618008,Bgy
CABONG SUR,045618009,Bgy
CALIMPAK,045618010,Bgy
CAPULUAN CENTRAL,045618011,Bgy
CAPULUAN TULON,045618012,Bgy
DANCALAN CAIMAWAN,045618013,Bgy
DANCALAN CENTRAL,045618014,Bgy
DANLAGAN BATIS,045618015,Bgy
DANLAGAN CABAYAO,045618016,Bgy
DANLAGAN CENTRAL,045618017,Bgy
DANLAGAN RESERVA,045618018,Bgy
DEL ROSARIO,045618019,Bgy
DUNGAWAN CENTRAL,045618020,Bgy
DUNGAWAN PAALYUNAN,045618021,Bgy
DUNGAWAN PANTAY,045618022,Bgy
ERMITA,045618023,Bgy
GAPAS,045618024,Bgy
HIMBUBULO ESTE,045618025,Bgy
HIMBUBULO WESTE,045618026,Bgy
HINABAAN,045618027,Bgy
LIGPIT BANTAYAN,045618028,Bgy
LUBIGAN,045618029,Bgy
MAGALLANES,045618030,Bgy
MAGSAYSAY,045618031,Bgy
MANGGAGAWA,045618032,Bgy
MANGGALANG,045618033,Bgy
MANLAYO,045618034,Bgy
POBLACION,045618035,Bgy
SALAKAN,045618036,Bgy
SAN ANTONIO,045618037,Bgy
SAN ISIDRO,045618038,Bgy
SAN JOSE,045618039,Bgy
SAN LORENZO,045618040,Bgy
SAN LUIS I,045618041,Bgy
SAN LUIS II,045618042,Bgy
SAN MIGUEL,045618043,Bgy
SAN PEDRO I,045618044,Bgy
SAN PEDRO II,045618045,Bgy
SAN ROQUE,045618046,Bgy
SANTA CRUZ,045618047,Bgy
SANTA MARIA,045618048,Bgy
SANTA TERESITA,045618049,Bgy
SINTONES,045618050,Bgy
SISI,045618051,Bgy
TIKAY,045618052,Bgy
TRIUMPO,045618053,Bgy
VILLA HIWASAYAN,045618054,Bgy
GUMACA,045619000,Mun
ADIA BITAOG,045619001,Bgy
ANONANGIN,045619002,Bgy
BAGONG BUHAY (POB.),045619003,Bgy
BAMBAN,045619004,Bgy
BANTAD,045619006,Bgy
BATONG DALIG,045619007,Bgy
BIGA,045619008,Bgy
BINAMBANG,045619009,Bgy
BUENSUCESO,045619010,Bgy
BUNGAHAN,045619011,Bgy
BUTAGUIN,045619012,Bgy
CALUMANGIN,045619013,Bgy
CAMOHAGUIN,045619014,Bgy
CASASAHAN IBABA,045619015,Bgy
CASASAHAN ILAYA,045619016,Bgy
CAWAYAN,045619017,Bgy
GAYAGAYAAN,045619018,Bgy
GITNANG BARRIO,045619019,Bgy
HARDINAN,045619020,Bgy
INACLAGAN,045619021,Bgy
INAGBUHAN ILAYA,045619022,Bgy
HAGAKHAKIN,045619023,Bgy
LABNIG,045619024,Bgy
LAGUNA,045619025,Bgy
MABINI (POB.),045619026,Bgy
MABUNGA,045619027,Bgy
MALABTOG,045619028,Bgy
MANLAYAAN,045619029,Bgy
MARCELO H. DEL PILAR,045619030,Bgy
MATAAS NA BUNDOK,045619031,Bgy
MAUNLAD (POB.),045619032,Bgy
PAGSABANGAN,045619033,Bgy
PANIKIHAN,045619034,Bgy
PEÑAFRANCIA (POB.),045619035,Bgy
PIPISIK (POB.),045619036,Bgy
PROGRESO,045619037,Bgy
RIZAL (POB.),045619038,Bgy
ROSARIO,045619039,Bgy
SAN AGUSTIN,045619040,Bgy
SAN DIEGO POBLACION,045619041,Bgy
SAN ISIDRO KANLURAN,045619042,Bgy
SAN ISIDRO SILANGAN,045619043,Bgy
SAN JUAN DE JESUS,045619044,Bgy
SAN VICENTE,045619045,Bgy
SASTRE,045619046,Bgy
TABING DAGAT (POB.),045619047,Bgy
TUMAYAN,045619048,Bgy
VILLA ARCAYA,045619049,Bgy
VILLA BOTA,045619050,Bgy
VILLA FUERTE,045619051,Bgy
VILLA MENDOZA,045619052,Bgy
VILLA PADUA,045619053,Bgy
VILLA PEREZ,045619054,Bgy
VILLA M. PRINCIPE,045619055,Bgy
VILLA TAÑADA,045619056,Bgy
VILLA VICTORIA,045619057,Bgy
SAN DIEGO,045619058,Bgy
VILLA NAVA,045619059,Bgy
LAGYO,045619060,Bgy
INFANTA,045620000,Mun
ABIAWIN,045620001,Bgy
AGOS-AGOS,045620002,Bgy
ALITAS,045620003,Bgy
AMOLONGIN,045620004,Bgy
ANIBONG,045620005,Bgy
ANTIKIN,045620006,Bgy
BACONG,045620007,Bgy
BALOBO,045620008,Bgy
BANTILAN,045620009,Bgy
BANUGAO,045620010,Bgy
POBLACION 1 (BARANGAY 1),045620011,Bgy
POBLACION 38 (POBLACION BARANGAY 2),045620012,Bgy
POBLACION 39 (POBLACION BARANGAY 3),045620013,Bgy
BATICAN,045620014,Bgy
BINONOAN,045620015,Bgy
BINULASAN,045620016,Bgy
BOBOIN,045620017,Bgy
COMON,045620018,Bgy
DINAHICAN,045620019,Bgy
GUMIAN,045620020,Bgy
ILOG,045620021,Bgy
INGAS,045620022,Bgy
CATAMBUNGAN,045620023,Bgy
CAWAYNIN,045620024,Bgy
LANGGAS,045620025,Bgy
LIBJO,045620026,Bgy
LUAL,045620027,Bgy
MAGSAYSAY,045620028,Bgy
MAYPULOT,045620029,Bgy
MISWA,045620030,Bgy
PILAWAY,045620031,Bgy
PINAGLAPATAN,045620032,Bgy
PULO,045620033,Bgy
SILANGAN,045620034,Bgy
TONGOHIN,045620035,Bgy
TUDTURAN,045620036,Bgy
JOMALIG,045621000,Mun
BUKAL,045621001,Bgy
CASUGURAN,045621002,Bgy
GANGO,045621003,Bgy
TALISOY (POB.),045621004,Bgy
APAD,045621005,Bgy
LOPEZ,045622000,Mun
BACUNGAN,045622001,Bgy
BAGACAY,045622002,Bgy
BANABAHIN IBABA,045622003,Bgy
BANABAHIN ILAYA,045622004,Bgy
BURGOS (POB.),045622005,Bgy
GOMEZ (POB.),045622006,Bgy
MAGSAYSAY (POB.),045622007,Bgy
TALOLONG (POB.),045622008,Bgy
BAYABAS,045622009,Bgy
BEBITO,045622010,Bgy
BIGAJO,045622011,Bgy
BINAHIAN A,045622012,Bgy
BINAHIAN B,045622013,Bgy
BINAHIAN C,045622014,Bgy
BOCBOC,045622015,Bgy
BUENAVISTA,045622016,Bgy
BUYACANIN,045622017,Bgy
